MolID,MW,AMW,Sv,Se,Sp,Ss,Mv,Me,Mp,Ms,nAT,nSK,nBT,nBO,nBM,SCBO,RBN,nDB,nH,nC,nN,nO,nS,nHM,ZM1,ZM1V,ZM2,ZM2V,Qindex,SNar,HNar,GNar,Xt,Dz,Ram,Pol,LPRS,VDA,MSD,SMTI,SMTIV,GMTI,GMTIV,Xu,SPI,W,WA,Har,Har2,QW,TI1,TI2,HyDp,RHyDp,w.1,ww,Rww,D/D,Wap,WhetZ,Whetm,Whetv,Whete,Whetp,J,JhetZ,Jhetm,Jhete,Jhetp,MAXDN,MAXDP,DELS,TIE,S0K,S1K,S2K,S3K,PHI,BLI,PW3,PW4,PW5,PJI2,CSI,ECC,AECC,DECC,MDDD,UNIP,CENT,VAR,BAC,Lop,ICR,T(N..O),T(N..S),T(O..O),T(O..S),MWC01,MWC02,MWC03,MWC04,MWC05,MWC06,MWC07,MWC08,MWC09,MWC10,TWC,SRW01,SRW02,SRW04,SRW06,SRW08,SRW10,MPC01,MPC02,MPC03,MPC04,MPC05,MPC06,MPC07,MPC08,MPC09,MPC10,piPC01,piPC02,piPC03,piPC04,piPC05,piPC06,piPC07,piPC08,piPC09,piPC10,TPC,piID,PCR,PCD,CID,BID,X0,X1,X2,X3,X4,X5,X0A,X1A,X2A,X3A,X4A,X5A,X0v,X1v,X2v,X3v,X4v,X5v,X0Av,X1Av,X2Av,X3Av,X4Av,X5Av,X0sol,X1sol,X2sol,X3sol,X4sol,X5sol,XMOD,RDCHI,RDSQ,ISIZ,IAC,AAC,IDE,IDM,IDDE,IDDM,IDET,IDMT,IVDE,IVDM,HVcpx,HDcpx,Uindex,Vindex,Xindex,Yindex,IC0,TIC0,SIC0,CIC0,BIC0,IC1,TIC1,SIC1,CIC1,BIC1,IC2,TIC2,SIC2,CIC2,BIC2,IC3,TIC3,SIC3,CIC3,BIC3,IC4,TIC4,SIC4,CIC4,BIC4,IC5,TIC5,SIC5,CIC5,BIC5,ATS1m,ATS2m,ATS3m,ATS4m,ATS5m,ATS6m,ATS7m,ATS8m,ATS1v,ATS2v,ATS3v,ATS4v,ATS5v,ATS6v,ATS7v,ATS8v,ATS1e,ATS2e,ATS3e,ATS4e,ATS5e,ATS6e,ATS7e,ATS8e,ATS1p,ATS2p,ATS3p,ATS4p,ATS5p,ATS6p,ATS7p,ATS8p,MATS1m,MATS2m,MATS3m,MATS4m,MATS5m,MATS6m,MATS7m,MATS8m,MATS1v,MATS2v,MATS4v,MATS5v,MATS6v,MATS7v,MATS8v,MATS1e,MATS2e,MATS3e,MATS4e,MATS5e,MATS6e,MATS7e,MATS8e,MATS1p,MATS2p,MATS3p,MATS4p,MATS5p,MATS6p,MATS7p,MATS8p,GATS1m,GATS2m,GATS3m,GATS4m,GATS5m,GATS6m,GATS7m,GATS8m,GATS1v,GATS2v,GATS3v,GATS4v,GATS5v,GATS6v,GATS7v,GATS8v,GATS1e,GATS2e,GATS3e,GATS4e,GATS5e,GATS6e,GATS7e,GATS8e,GATS1p,GATS2p,GATS3p,GATS4p,GATS5p,GATS6p,GATS7p,GATS8p,EPS0,EPS1,EEig01x,EEig02x,EEig03x,EEig04x,EEig05x,EEig06x,EEig07x,EEig08x,EEig09x,EEig10x,EEig11x,EEig14x,EEig15x,EEig01d,EEig02d,EEig03d,EEig04d,EEig05d,EEig06d,EEig07d,EEig08d,EEig09d,EEig10d,EEig11d,EEig12d,EEig13d,EEig14d,EEig15d,EEig01r,EEig02r,EEig03r,EEig04r,EEig05r,EEig06r,EEig07r,EEig08r,EEig12r,EEig13r,EEig14r,EEig15r,ESpm02u,ESpm03u,ESpm04u,ESpm05u,ESpm06u,ESpm07u,ESpm08u,ESpm09u,ESpm10u,ESpm11u,ESpm12u,ESpm13u,ESpm14u,ESpm15u,ESpm01x,ESpm02x,ESpm03x,ESpm04x,ESpm05x,ESpm06x,ESpm07x,ESpm08x,ESpm09x,ESpm10x,ESpm11x,ESpm12x,ESpm13x,ESpm14x,ESpm15x,ESpm01d,ESpm02d,ESpm03d,ESpm04d,ESpm05d,ESpm06d,ESpm07d,ESpm08d,ESpm09d,ESpm10d,ESpm11d,ESpm12d,ESpm13d,ESpm14d,ESpm15d,ESpm01r,ESpm02r,ESpm03r,ESpm04r,ESpm05r,ESpm06r,ESpm07r,ESpm08r,ESpm09r,ESpm10r,ESpm11r,ESpm12r,ESpm13r,ESpm14r,ESpm15r,BEHm1,BEHm2,BEHm3,BEHm4,BEHm5,BEHm6,BEHm7,BEHm8,BELm1,BELm2,BELm3,BELm4,BELm5,BELm6,BELm7,BELm8,BEHv1,BEHv2,BEHv3,BEHv4,BEHv5,BEHv6,BEHv7,BEHv8,BELv1,BELv2,BELv3,BELv4,BELv5,BELv6,BELv7,BELv8,BEHe1,BEHe2,BEHe3,BEHe4,BEHe5,BEHe6,BEHe7,BEHe8,BELe1,BELe2,BELe3,BELe4,BELe5,BELe6,BELe7,BELe8,BEHp1,BEHp2,BEHp3,BEHp4,BEHp5,BEHp6,BEHp7,BEHp8,BELp1,BELp2,BELp3,BELp4,BELp5,BELp6,BELp7,BELp8,GGI1,GGI2,GGI3,GGI4,GGI5,GGI6,GGI7,GGI8,GGI9,GGI10,JGI1,JGI2,JGI3,JGI4,JGI5,JGI6,JGI7,JGI8,JGI9,JGI10,JGT,LP1,Eig1Z,Eig1m,Eig1v,Eig1e,Eig1p,SEigZ,SEigm,SEigv,SEige,SEigp,AEigZ,AEigm,AEigv,AEige,AEigp,VEA1,VEA2,VRA1,VRA2,VED1,VED2,VRD1,VRD2,VEZ1,VEZ2,VRZ1,VRZ2,VEm1,VEm2,VRm1,VRm2,VEv1,VEv2,VRv1,VRv2,VEe1,VEe2,VRe1,VRe2,VEp1,VEp2,VRp1,VRp2,DP01,DP02,DP03,DP04,DP05,DP06,DP07,DP08,DP09,DP10,DP11,DP12,DP13,DP14,DP15,DP16,DP17,DP18,DP19,DP20,SP01,SP02,SP03,SP04,SP05,SP06,SP07,SP08,SP09,SP10,SP11,SP12,SP13,SP14,SP15,SP16,SP17,SP18,SP19,SP20,SHP2,W3D,J3D,H3D,AGDD,DDI,ADDD,G1,G2,RGyr,SPAN,SPAM,MEcc,SPH,ASP,FDI,PJI3,L/Bw,SEig,DISPm,QXXm,QYYm,QZZm,DISPv,QXXv,QYYv,QZZv,DISPe,QXXe,QYYe,QZZe,DISPp,QXXp,QYYp,QZZp,G(N..O),G(N..S),G(O..O),G(O..S),RDF010u,RDF015u,RDF020u,RDF025u,RDF030u,RDF035u,RDF040u,RDF045u,RDF050u,RDF055u,RDF060u,RDF065u,RDF070u,RDF075u,RDF080u,RDF085u,RDF090u,RDF095u,RDF100u,RDF105u,RDF110u,RDF115u,RDF120u,RDF125u,RDF130u,RDF010m,RDF015m,RDF020m,RDF025m,RDF030m,RDF035m,RDF040m,RDF045m,RDF050m,RDF055m,RDF060m,RDF065m,RDF070m,RDF075m,RDF080m,RDF085m,RDF090m,RDF095m,RDF100m,RDF105m,RDF110m,RDF115m,RDF120m,RDF125m,RDF130m,RDF010v,RDF015v,RDF020v,RDF025v,RDF030v,RDF035v,RDF040v,RDF045v,RDF050v,RDF055v,RDF060v,RDF065v,RDF070v,RDF075v,RDF080v,RDF085v,RDF090v,RDF095v,RDF100v,RDF105v,RDF110v,RDF115v,RDF120v,RDF125v,RDF130v,RDF010e,RDF015e,RDF020e,RDF025e,RDF030e,RDF035e,RDF040e,RDF045e,RDF050e,RDF055e,RDF060e,RDF065e,RDF070e,RDF075e,RDF080e,RDF085e,RDF090e,RDF095e,RDF100e,RDF105e,RDF110e,RDF115e,RDF120e,RDF125e,RDF130e,RDF010p,RDF015p,RDF020p,RDF025p,RDF030p,RDF035p,RDF040p,RDF045p,RDF050p,RDF055p,RDF060p,RDF065p,RDF070p,RDF075p,RDF080p,RDF085p,RDF090p,RDF095p,RDF100p,RDF105p,RDF110p,RDF115p,RDF120p,RDF125p,RDF130p,Mor01u,Mor02u,Mor03u,Mor04u,Mor05u,Mor06u,Mor07u,Mor08u,Mor09u,Mor10u,Mor11u,Mor12u,Mor13u,Mor14u,Mor15u,Mor16u,Mor17u,Mor18u,Mor19u,Mor20u,Mor21u,Mor22u,Mor23u,Mor24u,Mor25u,Mor26u,Mor27u,Mor28u,Mor29u,Mor30u,Mor31u,Mor32u,Mor01m,Mor02m,Mor03m,Mor04m,Mor05m,Mor06m,Mor07m,Mor08m,Mor09m,Mor10m,Mor11m,Mor12m,Mor13m,Mor14m,Mor15m,Mor16m,Mor17m,Mor18m,Mor19m,Mor20m,Mor21m,Mor22m,Mor23m,Mor24m,Mor25m,Mor26m,Mor27m,Mor28m,Mor29m,Mor30m,Mor31m,Mor32m,Mor01v,Mor02v,Mor03v,Mor04v,Mor05v,Mor06v,Mor07v,Mor08v,Mor09v,Mor10v,Mor11v,Mor12v,Mor13v,Mor14v,Mor15v,Mor16v,Mor17v,Mor18v,Mor19v,Mor20v,Mor21v,Mor22v,Mor23v,Mor24v,Mor25v,Mor26v,Mor27v,Mor28v,Mor29v,Mor30v,Mor31v,Mor32v,Mor01e,Mor02e,Mor03e,Mor04e,Mor05e,Mor06e,Mor07e,Mor08e,Mor09e,Mor10e,Mor11e,Mor12e,Mor13e,Mor14e,Mor15e,Mor16e,Mor17e,Mor18e,Mor19e,Mor20e,Mor21e,Mor22e,Mor23e,Mor24e,Mor25e,Mor26e,Mor27e,Mor28e,Mor29e,Mor30e,Mor31e,Mor32e,Mor01p,Mor02p,Mor03p,Mor04p,Mor05p,Mor06p,Mor07p,Mor08p,Mor09p,Mor10p,Mor11p,Mor12p,Mor13p,Mor14p,Mor15p,Mor16p,Mor17p,Mor18p,Mor19p,Mor20p,Mor21p,Mor22p,Mor23p,Mor25p,Mor26p,Mor27p,Mor28p,Mor29p,Mor30p,Mor31p,Mor32p,L1u,L2u,L3u,P1u,P2u,G1u,G2u,G3u,E1u,E2u,E3u,L1m,L2m,L3m,P1m,P2m,G1m,G2m,G3m,E1m,E2m,L1v,L2v,L3v,P1v,P2v,G1v,G2v,G3v,E1v,E2v,E3v,L1e,L2e,L3e,P1e,P2e,G1e,G2e,G3e,E1e,E3e,L1p,L2p,L3p,P1p,P2p,G1p,G2p,G3p,E1p,E2p,E3p,L1s,L2s,L3s,P1s,P2s,G1s,G2s,G3s,E1s,E2s,E3s,Tu,Tm,Tv,Te,Tp,Ts,Au,Am,Av,Ae,Ap,As,Gu,Gm,Gs,Ku,Km,Kv,Ke,Kp,Ks,Du,Dm,Dv,De,Dp,Ds,Vu,Vm,Vv,Ve,Vp,Vs,ITH,HIC,HGM,H1u,H2u,H3u,H4u,H5u,H6u,H7u,H8u,HTu,HATS0u,HATS1u,HATS2u,HATS3u,HATS4u,HATS5u,HATS6u,HATS7u,HATS8u,H0m,H1m,H2m,H3m,H4m,H5m,H6m,H7m,H8m,HTm,HATS0m,HATS1m,HATS2m,HATS3m,HATS4m,HATS5m,HATS6m,HATS7m,HATS8m,HATSm,H0v,H1v,H2v,H3v,H4v,H5v,H6v,H7v,H8v,HTv,HATS0v,HATS1v,HATS2v,HATS3v,HATS4v,HATS5v,HATS6v,HATS7v,HATS8v,HATSv,H0e,H1e,H2e,H3e,H4e,H5e,H6e,H7e,H8e,HTe,HATS0e,HATS1e,HATS2e,HATS3e,HATS4e,HATS5e,HATS6e,HATS7e,HATS8e,HATSe,H0p,H1p,H2p,H3p,H4p,H5p,H6p,H7p,H8p,HTp,HATS0p,HATS1p,HATS2p,HATS3p,HATS4p,HATS5p,HATS6p,HATS7p,HATS8p,HATSp,RCON,RARS,REIG,R1u,R2u,R3u,R4u,R5u,R6u,R7u,R8u,RTu,R1u+,R2u+,R3u+,R4u+,R5u+,R6u+,R7u+,R8u+,RTu+,R1m,R2m,R3m,R4m,R5m,R6m,R7m,R8m,RTm,R1m+,R2m+,R3m+,R4m+,R5m+,R6m+,R7m+,R8m+,RTm+,R1v,R2v,R3v,R4v,R5v,R6v,R7v,R8v,RTv,R1v+,R4v+,R5v+,R6v+,R7v+,R8v+,RTv+,R1e,R2e,R3e,R4e,R5e,R6e,R7e,R8e,RTe,R1e+,R2e+,R3e+,R4e+,R5e+,R6e+,R7e+,R8e+,RTe+,R1p,R2p,R3p,R4p,R5p,R6p,R7p,R8p,RTp,R1p+,R3p+,R5p+,R6p+,R7p+,R8p+,RTp+,nCp,nCs,n=CH2,n=CR2,nCOOR,nN+,nSO2H/nSO3H,nHDon,nHAcc,C-001,C-002,C-005,C-006,C-015,C-017,C-040,H-046,H-047,H-050,H-053,O-056,O-058,O-060,Ui,Hy,AMR,PSA,MLOGP,MLOGP2,ALOGP,ALOGP2,GVWAI-80,Hypertens-80,Neoplastic-80,Infective-80,BLTF96,BLTD48,BLTA96
SBMA,280.41,7.01,21.917,40.593,23.92,52.75,0.548,1.015,0.598,2.931,40,18,39,17,4,21,13,4,22,11,1,5,1,0,82,253.444,84,142.667,8,9.129,1.479,1.661,0.331,41.5,6,19,79.131,82.778,0.323,2756,5174.444,2385,8001.333,18.673,1649.96,745,4.869,27.873,50.647,745,-36.987,5.127,2811,32.797,745,2811,32.797,153,745,587.902,587.979,956.166,634.605,989.582,3.799,4.721,4.72,4.406,2.821,4.815,4.133,31.622,249.373,71.059,17.13,6.902,9.841,6.568,1.278,0.258,0.08,0.038,0.833,290,159,8.833,1.63,14.864,59,428,48,84,2.281,2.483,23,4,54,16,17,4.419,5.13,5.979,6.711,7.559,8.296,9.145,9.886,10.735,102.858,18,34,130,556,2482,11304,17,24,19,16,15,20,13,8,7,8,21,35,27,20,19,30,19,12,11,18,171,245,1.433,0.834,33.671,18.228,14.397,8.034,8.692,4.431,2.458,1.354,0.8,0.473,0.362,0.233,0.154,0.09,11.995,7.241,6.511,3.249,1.789,1.146,0.666,0.426,0.271,0.171,0.112,0.076,14.647,8.961,10.097,4.895,2.768,1.606,61.313,2.855,102.161,212.877,65.106,1.628,3.332,7.002,3.684,4.141,509.835,5216.183,1.616,4.534,3.087,1.581,75.077,0.616,0.986,1.625,1.628,65.106,0.306,3.694,0.3,2.797,111.884,0.526,2.525,0.515,4.315,172.613,0.811,1.007,0.795,4.415,176.613,0.83,0.907,0.814,4.415,176.613,0.83,0.907,0.814,4.415,176.613,0.83,0.907,0.814,8.369,8.513,8.375,8.245,8.278,8.387,8.1,7.764,9.193,9.532,9.7,9.627,9.494,9.457,9.342,9.118,5.74,6.345,6.591,6.811,6.592,6.462,6.518,6.147,4.233,4.565,4.77,4.733,4.615,4.576,4.396,4.235,0.259,0.03,-0.238,0.018,0.062,0.011,-0.374,-0.228,-0.19,0.114,0.051,0.092,-0.06,0.102,-0.448,0.058,0.261,-0.106,-0.089,0.015,0.028,-0.583,0.197,-0.253,0.07,-0.259,0.024,0.173,-0.207,0.124,-0.266,0.933,0.971,1.07,0.813,0.809,1.242,1.38,0.994,1.584,0.943,1.449,0.848,0.833,1.113,0.689,1.513,0.662,0.688,0.914,0.95,0.889,0.738,2.23,0.731,1.766,0.985,1.264,0.782,0.684,1.474,0.676,1.177,10.414,8.331,4.622,4.184,3.985,2.763,2.31,2.09,1,1,0.825,0.484,0.288,-0.286,-0.488,5.028,3.667,3.554,2.198,1.988,1.81,1.026,0.48,0.052,-0.324,-0.544,-0.6,-0.676,-1,-1.295,4.101,4.007,3.567,2.38,2.177,1.723,0.773,0.545,-0.1,-0.377,-0.472,-0.605,3.892,4.111,5.68,6.524,7.784,8.817,9.992,11.09,12.239,13.362,14.505,15.639,16.781,17.921,3.091,4.357,5.635,7.026,8.448,9.894,11.354,12.823,14.299,15.781,17.268,18.759,20.253,21.751,23.251,2.584,4.31,5.466,6.954,8.417,9.945,11.489,13.055,14.633,16.221,17.816,19.417,21.021,22.629,24.238,2.815,4.153,5.332,6.646,7.976,9.331,10.696,12.069,13.447,14.829,16.214,17.601,18.99,20.381,21.773,4.591,3.677,3.529,3.044,2.859,2.562,2.331,2.217,1.914,1.737,1.613,1.42,1.249,1.132,1.094,0.826,3.646,3.494,3.416,2.955,2.762,2.422,2.414,2.268,1.98,1.836,1.729,1.427,1.303,1.117,1.04,0.904,3.869,3.722,3.598,3.19,3.029,2.738,2.7,2.556,1.738,1.577,1.52,1.133,0.974,0.761,0.683,0.524,3.81,3.535,3.447,2.995,2.798,2.447,2.431,2.29,1.962,1.744,1.688,1.394,1.245,1.068,1.01,0.878,7,2.444,1.125,0.48,0.778,0.367,0.156,0.099,0.12,0.099,0.412,0.102,0.059,0.03,0.052,0.018,0.012,0.012,0.017,0.012,0.727,2.229,67.185,67.193,108.975,72.72,112.434,2.018,2.015,-5.127,1.442,-6.207,133.278,133.298,223.077,143.999,231.076,3.731,0.207,89.029,4.946,4.181,0.232,78.611,4.367,4.194,0.233,77.051,4.281,4.194,0.233,77.05,4.281,4.191,0.233,77.735,4.319,4.188,0.233,77.643,4.314,4.197,0.233,77.229,4.291,4.514,5.736,6.713,7.501,8.131,8.624,8.997,9.261,9.426,9.5,9.491,9.404,9.244,9.016,8.724,8.371,7.962,7.499,6.984,6.422,4.242,5.431,6.378,7.142,7.755,8.239,8.609,8.875,9.048,9.133,9.137,9.065,8.923,8.713,8.439,8.106,7.715,7.271,6.775,6.23,0.388,4078.396,7.973,204.892,203.92,752.272,37.614,27.199,14.208,7.887,7.108,0.422,0.999,0.815,0.654,0.948,0.782,8.7,81.19,14.682,57.988,391.347,422.867,3.876,61.172,314.131,342.061,0.484,137.653,603.785,658.876,0.169,68.854,347.403,378.112,26.23,5.22,53.11,16.68,10.115,11.254,6.906,36.232,14.691,17.628,19.893,17.103,17.757,8.933,11.208,18.388,12.107,11.748,5.563,12.758,7.071,7.171,3.255,2.075,5.965,2.287,1.531,1.423,1.143,0.888,16.581,0.534,20.033,2.908,2.031,3.951,2.803,4.881,4.817,3.598,8.446,4.219,3.677,0.575,6.894,3.459,3.548,0.049,0.572,3.324,1.481,0.835,0.14,0.081,2.88,8.956,1.32,15.494,4.168,3.931,5.459,4.138,5.322,2.894,3.507,6.433,3.264,4.074,1.314,3.96,1.955,2.42,0.35,0.61,1.871,0.746,0.554,0.206,0.146,9.834,12.848,7.186,38.128,13.729,17.374,20.423,17.527,18.194,9.549,11.219,19.384,13.28,12.198,5.35,13.401,7.692,7.698,2.902,2.073,6.972,2.863,1.716,1.712,1.267,3.645,8.982,1.661,16.374,4.972,4.963,6.704,5.291,6.173,3.904,3.89,7.84,3.735,4.557,1.676,4.728,2.233,2.56,0.539,0.81,2.235,0.729,0.665,0.241,0.185,780,41.751,-7.68,7.349,-7.163,0.03,1.331,1.176,2.201,-1.159,-1.059,-1.877,1.182,1.582,0.21,0.393,-1.303,-1.304,1.969,1.036,-0.963,0.016,-0.415,-0.283,0.462,0.464,0.368,-0.527,-0.672,0.165,1.172,0.202,258.306,22.043,-5.048,0.131,-2.98,3.557,1.928,-2.321,-0.09,0.316,0.652,-0.238,-0.76,0.491,0.632,-0.12,-0.269,-0.246,0.683,0.006,-0.347,0.032,0.018,0.12,-0.211,-0.18,0.305,-0.041,0.055,-0.098,0.047,0.244,232.199,17.139,-2.707,2.059,-3.212,0.992,1.08,-0.468,0.445,-0.147,-0.012,-0.638,-0.082,0.784,0.263,-0.116,-0.364,-0.327,0.751,0.16,-0.321,0.019,-0.111,-0.091,0.075,0.074,0.249,-0.245,-0.222,0.045,0.392,0.151,802.971,42.542,-8.764,7.913,-7.487,0.557,1.652,0.798,2,-1.157,-0.544,-1.968,1.018,1.574,0.289,0.403,-1.252,-1.236,1.87,0.985,-0.921,0.068,-0.386,-0.271,0.435,0.387,0.368,-0.443,-0.614,0.118,1.093,0.23,276.93,19.417,-3.043,2.532,-3.575,0.951,1.092,-0.225,0.627,-0.271,-0.181,-0.777,0.118,0.881,0.277,-0.098,-0.471,-0.404,0.841,0.26,-0.366,-0.037,-0.157,0.121,0.119,0.258,-0.283,-0.267,0.058,0.466,0.163,13.461,2.387,1.044,0.797,0.141,0.158,0.171,0.165,0.483,0.453,0.396,16.266,1.873,0.539,0.871,0.1,0.158,0.158,0.158,0.708,0.249,13.576,2.033,0.757,0.83,0.124,0.158,0.158,0.171,0.492,0.329,0.202,13.86,2.372,1.016,0.804,0.138,0.158,0.158,0.171,0.512,0.368,13.726,2.082,0.797,0.827,0.125,0.158,0.165,0.158,0.502,0.344,0.227,17.201,2.121,0.571,0.865,0.107,0.193,0.193,0.193,0.789,0.339,0.089,16.891,18.678,16.366,17.248,16.604,19.893,48.674,40.245,39.411,49.378,41.165,47.518,0.165,0.158,0.193,0.695,0.806,0.744,0.705,0.74,0.797,0.444,0.349,0.341,0.441,0.358,0.406,99.104,75.356,76.662,100.044,80.528,88.249,75.059,5.021,5.595,2.01,2.558,1.974,2.292,0.885,0.6,0.6,0.218,26.33,0.31,0.19,0.31,0.353,0.546,0.287,0.398,0.553,0.436,1.85,1.43,1.093,0.557,0.184,0.059,0.123,0.043,0.018,9.042,0.164,0.129,0.14,0.068,0.042,0.069,0.135,0.087,0.051,2.214,0.9,0.851,0.746,0.593,0.348,0.138,0.122,0.079,0.048,6.871,0.074,0.073,0.084,0.095,0.08,0.071,0.106,0.12,0.101,2.009,3.141,2.113,2.681,2.109,2.287,0.848,0.576,0.653,0.226,27.181,0.326,0.202,0.331,0.372,0.527,0.285,0.4,0.629,0.417,9.258,1.087,1.019,0.891,0.702,0.463,0.185,0.155,0.101,0.06,8.402,0.091,0.088,0.1,0.114,0.108,0.092,0.134,0.139,0.13,2.522,22.728,0.631,0.695,1.912,1.874,1.676,2.094,1.144,0.971,0.98,0.618,25.253,0.165,0.074,0.048,0.053,0.035,0.025,0.027,0.023,0.165,1.167,0.743,0.374,0.224,0.234,0.298,0.175,0.106,7.318,0.241,0.099,0.045,0.021,0.037,0.027,0.014,0.016,0.241,0.772,0.55,0.487,0.365,0.26,0.255,0.221,0.16,6.668,0.055,0.014,0.015,0.01,0.012,0.006,0.055,1.993,1.951,1.726,2.041,1.123,0.965,1.095,0.61,25.751,0.206,0.099,0.06,0.058,0.031,0.027,0.034,0.021,0.206,0.919,0.65,0.586,0.475,0.336,0.324,0.258,0.201,8.181,0.055,0.015,0.023,0.012,0.012,0.01,0.055,1,1,1,1,1,1,1,1,5,1,1,2,4,1,1,1,3,16,1,2,1,1,1,2.322,-0.6,58.393,68.82,-2.992,8.95,0.007,0,1,1,1,1,1.15,1.52,1.76
